shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments,supervisor_id,performance_score,reliability,teamwork,clinical_decision,remarks
SN0081-28919,N0081,2025-10-16,Surgery,Night,12,7,7,0,1,False,False,F3221,Low,None,Monthly,True,False,More,False,3,,SUP1,4,Excellent,Moderate,Outstanding,
SN0037-30607,N0037,2025-11-02,Surgery,Day,12,6,5,0,0,False,False,F4418,Low,None,Every day,True,False,More,False,1,,SUP3,2,Good,Moderate,Appropriate,
SN0013-29407,N0013,2025-10-21,ICU,Evening,12,2,1,3,2,False,False,F4472,Low,None,Every day,False,True,No change,False,2,,SUP2,4,Good,Moderate,Appropriate,
SN0126-28807,N0126,2025-10-15,ED,Night,12,6,8,0,0,False,False,F3160,High,None,Never,True,False,More,True,3,,SUP4,5,Good,Moderate,Appropriate,
SN0050-32107,N0050,2025-11-17,ICU,Day,10,4,8,2,1,False,False,F3182,Low,None,Every day,False,False,More,True,5,,SUP6,2,Average,Moderate,Outstanding,
SN0046-34507,N0046,2025-12-11,ICU,Night,12,7,2,1,0,False,False,F730,Medium,None,Every day,False,True,More,False,4,,SUP12,3,Good,High,Appropriate,
SN0144-35107,N0144,2025-12-17,ICU,Night,12,3,7,0,1,False,False,F3687,High,None,Every day,False,False,More,False,4,,SUP5,2,Good,Low,Needs improvement,
SN0132-35507,N0132,2025-12-21,ED,Night,12,3,1,0,0,False,False,F2646,Low,None,Never,False,False,Less,True,2,,SUP7,4,Excellent,High,Appropriate,
SN0116-32519,N0116,2025-11-21,ED,Night,8,4,8,0,1,False,False,F2258,Medium,Moderate,Every day,False,False,More,False,2,,SUP10,3,Good,Moderate,Appropriate,
SN0011-32107,N0011,2025-11-17,Surgery,Night,8,4,4,4,3,False,False,F2051,Medium,None,Weekly,False,True,More,True,2,,SUP12,3,Average,High,Needs improvement,
SN0131-31307,N0131,2025-11-09,ED,Day,8,3,5,0,1,False,False,F3555,Low,Moderate,Monthly,True,False,More,False,1,,SUP12,3,Excellent,Moderate,Needs improvement,
SN0125-33507,N0125,2025-12-01,Surgery,Night,12,8,10,1,1,False,True,F595,Low,None,Every day,False,False,More,False,4,,SUP3,2,Excellent,Moderate,Outstanding,
SN0109-32007,N0109,2025-11-16,Peds,Night,8,6,10,1,1,False,False,F2447,High,Moderate,Every day,False,False,More,False,3,,SUP3,3,Excellent,High,Needs improvement,
SN0084-33019,N0084,2025-11-26,ED,Day,8,3,8,3,2,False,False,F591,Low,Moderate,Every day,False,False,No change,True,5,,SUP11,5,Good,High,Appropriate,
SN0124-35619,N0124,2025-12-22,ED,Night,12,8,8,2,0,True,False,F306,Low,None,Monthly,False,True,More,False,2,,SUP4,4,Excellent,High,Appropriate,
SN0003-30107,N0003,2025-10-28,Surgery,Evening,12,2,8,1,0,False,False,F4031,Medium,Moderate,Every day,False,True,No change,False,5,,SUP10,2,Average,Moderate,Appropriate,
SN0150-33319,N0150,2025-11-29,ED,Night,12,7,3,0,0,False,False,F4643,Medium,Moderate,Every day,False,False,No change,True,5,,SUP5,5,Good,Moderate,Appropriate,
SN0076-32007,N0076,2025-11-16,Peds,Night,12,8,2,1,0,False,False,F862,Low,Moderate,Every day,False,True,More,False,3,,SUP1,2,Average,Moderate,Appropriate,
SN0112-28507,N0112,2025-10-12,Medical,Night,12,3,4,1,1,False,False,F3628,High,None,Weekly,False,False,No change,False,3,,SUP8,4,Excellent,Moderate,Appropriate,
SN0122-28219,N0122,2025-10-09,Surgery,Day,12,7,2,2,1,False,False,F3147,Medium,Severe,Weekly,False,False,No change,False,2,,SUP2,5,Average,Moderate,Appropriate,
SN0136-29919,N0136,2025-10-26,Peds,Night,8,2,4,0,0,False,False,F5130,High,Moderate,Every day,False,True,More,False,5,,SUP8,4,Excellent,High,Appropriate,
SN0089-33819,N0089,2025-12-04,ICU,Night,12,4,9,1,0,False,False,F861,Low,Moderate,Monthly,False,False,More,False,1,,SUP4,5,Average,Moderate,Appropriate,
SN0019-35707,N0019,2025-12-23,Surgery,Day,12,4,7,1,1,False,False,F3477,Low,Moderate,Monthly,False,True,No change,False,2,,SUP11,5,Excellent,High,Appropriate,
SN0126-36007,N0126,2025-12-26,Surgery,Evening,12,2,9,0,1,False,False,F4062,Low,Moderate,Monthly,False,True,More,False,3,,SUP5,3,Average,High,Outstanding,
SN0026-29807,N0026,2025-10-25,ICU,Night,12,7,7,0,0,False,False,F369,Low,Moderate,Every day,False,False,No change,False,1,,SUP4,2,Good,Moderate,Outstanding,
SN0138-34007,N0138,2025-12-06,Peds,Day,12,2,5,1,0,False,False,F849,Medium,Moderate,Never,False,False,More,False,5,,SUP5,5,Excellent,High,Appropriate,
SN0148-00107,N0148,2026-01-01,ED,Day,12,6,7,0,0,False,False,F1892,Medium,Moderate,Weekly,False,False,More,False,1,,SUP7,2,Excellent,High,Appropriate,
SN0142-32807,N0142,2025-11-24,ICU,Day,10,6,7,1,0,False,False,F3050,Low,Moderate,Every day,False,False,More,True,1,,SUP7,3,Excellent,High,Appropriate,
SN0027-36207,N0027,2025-12-28,ED,Evening,12,6,4,1,0,False,False,F140,Low,Severe,Every day,False,False,More,False,4,,SUP1,2,Good,High,Needs improvement,
SN0129-29807,N0129,2025-10-25,Peds,Night,12,4,7,1,1,False,False,F4216,Medium,Moderate,Every day,True,False,No change,False,4,,SUP10,4,Good,High,Appropriate,
SN0128-28919,N0128,2025-10-16,Peds,Day,12,6,2,1,0,False,True,F2334,Medium,Moderate,Weekly,False,False,No change,False,1,,SUP6,5,Good,High,Needs improvement,
SN0097-36407,N0097,2025-12-30,ED,Day,12,6,5,2,0,False,False,F5017,Medium,Moderate,Weekly,False,True,More,False,3,,SUP5,5,Average,High,Appropriate,
SN0057-36419,N0057,2025-12-30,ED,Night,8,3,1,3,0,False,False,F4304,Medium,Moderate,Every day,False,False,No change,True,2,,SUP8,5,Good,High,Appropriate,
SN0002-33307,N0002,2025-11-29,Peds,Night,12,4,10,1,0,False,False,F309,Low,Moderate,Every day,False,False,More,False,4,,SUP11,2,Excellent,Moderate,Appropriate,
SN0091-00519,N0091,2026-01-05,Medical,Night,12,7,4,2,0,True,False,F1588,Medium,None,Never,False,True,Less,True,5,,SUP1,5,Excellent,Moderate,Appropriate,
SN0131-31919,N0131,2025-11-15,Surgery,Night,12,3,9,1,2,False,False,F1322,Medium,Moderate,Every day,False,False,Less,False,5,,SUP12,5,Below avg,High,Needs improvement,
SN0016-29119,N0016,2025-10-18,ED,Day,8,5,2,0,0,False,False,F4294,High,Moderate,Every day,False,False,More,False,4,,SUP11,5,Average,Moderate,Appropriate,
SN0093-29807,N0093,2025-10-25,Peds,Evening,12,4,5,0,0,True,False,F5288,Medium,Severe,Monthly,True,False,No change,False,4,,SUP1,4,Good,Low,Appropriate,
SN0024-35707,N0024,2025-12-23,Medical,Night,10,5,5,3,1,False,False,F1275,Medium,Moderate,Monthly,False,False,More,True,3,,SUP7,3,Average,High,Outstanding,
SN0143-30019,N0143,2025-10-27,ED,Night,12,5,6,1,0,False,False,F747,Medium,Moderate,Monthly,True,False,More,False,1,,SUP1,2,Good,Moderate,Appropriate,
SN0030-31219,N0030,2025-11-08,Surgery,Day,12,8,2,1,1,False,False,F3143,Medium,Moderate,Weekly,False,False,No change,False,5,,SUP4,3,Excellent,High,Needs improvement,
SN0044-30719,N0044,2025-11-03,Medical,Day,12,7,1,0,1,False,False,F3875,Medium,Moderate,Every day,False,False,More,False,4,,SUP10,3,Excellent,Moderate,Appropriate,
SN0147-32219,N0147,2025-11-18,ED,Day,8,4,5,0,0,False,False,F1799,Low,None,Weekly,False,False,More,False,3,,SUP9,5,Average,High,Appropriate,
SN0122-28107,N0122,2025-10-08,ICU,Evening,12,2,8,1,1,False,False,F3498,Low,Severe,Every day,True,False,No change,False,2,,SUP2,2,Good,Moderate,Appropriate,
SN0120-33219,N0120,2025-11-28,Surgery,Night,12,2,6,3,0,False,False,F101,Low,Moderate,Monthly,False,False,No change,False,2,,SUP1,4,Good,High,Appropriate,
SN0060-36519,N0060,2025-12-31,Peds,Day,12,7,2,3,1,False,False,F5245,Medium,Moderate,Every day,False,True,No change,True,5,,SUP8,3,Average,Moderate,Appropriate,
SN0150-32407,N0150,2025-11-20,Peds,Night,12,6,9,0,0,False,False,F1752,Medium,Moderate,Weekly,False,False,More,False,2,,SUP10,2,Average,High,Appropriate,
SN0042-34419,N0042,2025-12-10,ICU,Day,12,2,7,1,1,False,False,F1814,Low,Moderate,Never,False,False,No change,False,2,,SUP6,2,Average,High,Outstanding,
SN0102-35307,N0102,2025-12-19,Peds,Night,12,2,10,0,0,False,False,F305,High,Moderate,Never,False,False,No change,False,3,,SUP2,4,Excellent,High,Appropriate,
SN0068-34107,N0068,2025-12-07,ICU,Day,12,6,6,1,2,False,False,F3155,Medium,Moderate,Weekly,False,False,More,True,2,,SUP7,3,Excellent,High,Appropriate,
SN0081-35307,N0081,2025-12-19,Medical,Night,8,6,5,1,0,True,False,F966,Low,Moderate,Weekly,False,False,More,False,1,,SUP4,4,Average,Moderate,Needs improvement,
SN0063-29119,N0063,2025-10-18,Medical,Night,12,3,10,2,1,False,False,F3040,Medium,Moderate,Monthly,False,False,More,True,5,,SUP6,4,Excellent,High,Appropriate,
SN0058-30507,N0058,2025-11-01,ICU,Night,12,2,2,2,0,False,False,F2695,Medium,Moderate,Every day,True,False,Less,False,1,,SUP3,5,Good,Moderate,Appropriate,
SN0112-00419,N0112,2026-01-04,Peds,Night,12,7,8,2,0,False,False,F3235,Medium,Severe,Every day,False,False,More,False,4,,SUP2,3,Good,High,Appropriate,
SN0098-36007,N0098,2025-12-26,ICU,Night,12,6,8,1,1,False,False,F634,High,Moderate,Monthly,False,False,No change,False,3,,SUP5,4,Good,High,Needs improvement,
SN0104-35507,N0104,2025-12-21,Peds,Night,12,2,3,1,1,False,False,F805,Medium,Moderate,Never,False,False,No change,True,3,,SUP11,3,Excellent,High,Needs improvement,
SN0008-28507,N0008,2025-10-12,ED,Night,12,8,8,3,1,False,False,F593,Low,Moderate,Monthly,True,False,More,True,5,,SUP12,4,Good,Moderate,Appropriate,
SN0135-30019,N0135,2025-10-27,Peds,Night,8,2,5,2,0,False,False,F1236,Low,Moderate,Every day,False,True,No change,True,4,,SUP2,5,Good,Moderate,Appropriate,
SN0031-36307,N0031,2025-12-29,ED,Day,12,4,3,0,0,False,False,F2753,Low,None,Every day,False,False,No change,True,4,,SUP12,3,Average,High,Appropriate,
SN0105-31519,N0105,2025-11-11,Surgery,Day,8,5,6,1,1,True,False,F377,Medium,Severe,Every day,False,False,No change,False,1,,SUP3,2,Excellent,Moderate,Appropriate,
SN0032-36419,N0032,2025-12-30,Surgery,Evening,12,8,5,3,2,False,False,F3514,Medium,Moderate,Never,True,False,No change,False,5,,SUP1,5,Good,High,Outstanding,
SN0088-31219,N0088,2025-11-08,Medical,Day,12,7,6,2,4,True,True,F3383,Low,Moderate,Every day,False,False,More,True,2,,SUP3,3,Excellent,Moderate,Appropriate,
SN0024-32819,N0024,2025-11-24,Surgery,Day,8,7,4,2,0,False,False,F1750,Medium,Moderate,Every day,True,True,More,False,5,,SUP3,3,Excellent,High,Appropriate,
SN0014-30407,N0014,2025-10-31,Surgery,Evening,12,5,3,0,1,False,False,F4468,Low,None,Monthly,False,False,Less,False,4,,SUP5,5,Good,Moderate,Appropriate,
SN0023-33307,N0023,2025-11-29,Surgery,Day,12,6,4,2,1,False,False,F3676,Medium,None,Monthly,False,False,More,False,4,,SUP11,5,Good,Moderate,Appropriate,
SN0010-34119,N0010,2025-12-07,Peds,Night,12,3,2,2,0,True,False,F1268,Low,Moderate,Every day,False,True,More,True,1,,SUP2,2,Excellent,Moderate,Appropriate,
SN0094-34407,N0094,2025-12-10,ICU,Night,12,2,9,0,2,False,False,F97,Low,Moderate,Every day,False,False,No change,True,5,,SUP8,2,Good,High,Appropriate,
SN0097-34219,N0097,2025-12-08,ICU,Day,10,2,1,0,0,False,False,F3355,Low,Severe,Weekly,False,False,More,False,2,,SUP6,3,Excellent,High,Appropriate,
SN0047-28207,N0047,2025-10-09,ICU,Night,12,6,9,1,1,False,False,F1192,Low,Moderate,Weekly,True,False,No change,True,2,,SUP7,5,Average,Moderate,Appropriate,
SN0099-29007,N0099,2025-10-17,ICU,Night,8,2,2,1,1,False,False,F4311,High,Severe,Every day,True,False,More,False,2,,SUP2,4,Average,High,Appropriate,
SN0014-31507,N0014,2025-11-11,Peds,Day,12,2,7,1,0,False,False,F3517,Medium,Moderate,Never,False,False,No change,False,5,,SUP7,5,Average,Moderate,Appropriate,
SN0103-00407,N0103,2026-01-04,Peds,Day,12,6,3,1,0,False,False,F729,Medium,Moderate,Weekly,True,False,Less,False,1,,SUP9,4,Good,High,Needs improvement,
SN0122-36019,N0122,2025-12-26,Peds,Night,12,2,3,0,0,False,False,F3226,Medium,None,Every day,False,False,No change,True,3,,SUP1,4,Excellent,Moderate,Appropriate,
SN0062-30207,N0062,2025-10-29,Medical,Day,10,7,7,0,1,False,False,F1420,High,Moderate,Monthly,False,True,No change,True,5,,SUP10,4,Below avg,Moderate,Appropriate,
SN0020-00619,N0020,2026-01-06,Medical,Night,12,6,4,1,0,False,False,F1321,Medium,Moderate,Every day,False,False,More,False,4,,SUP6,2,Excellent,Moderate,Appropriate,
SN0138-35919,N0138,2025-12-25,ED,Day,12,7,7,2,1,False,False,F1562,Medium,Moderate,Never,False,False,No change,False,3,,SUP7,5,Excellent,High,Needs improvement,
SN0063-28119,N0063,2025-10-08,ICU,Evening,8,5,7,2,1,False,True,F4053,Medium,Severe,Monthly,False,False,More,False,4,,SUP5,4,Good,High,Outstanding,
SN0145-29519,N0145,2025-10-22,ICU,Night,12,3,9,1,2,False,False,F3739,High,Moderate,Monthly,False,False,No change,False,5,,SUP11,2,Good,High,Needs improvement,
SN0005-33119,N0005,2025-11-27,ED,Day,8,8,8,1,1,False,False,F3258,Medium,None,Monthly,False,False,More,False,3,,SUP2,4,Excellent,High,Appropriate,
SN0138-30119,N0138,2025-10-28,Surgery,Day,12,8,7,2,1,False,False,F2760,High,None,Never,False,False,More,True,2,,SUP9,3,Good,High,Outstanding,
SN0093-35419,N0093,2025-12-20,Medical,Night,12,7,1,2,0,False,True,F1739,Medium,Severe,Weekly,False,False,More,False,4,,SUP12,3,Excellent,High,Appropriate,
SN0122-32907,N0122,2025-11-25,ED,Night,12,3,3,1,0,False,False,F859,Medium,Moderate,Every day,False,True,More,False,5,,SUP6,5,Average,Moderate,Appropriate,
SN0063-28607,N0063,2025-10-13,Surgery,Day,12,2,10,0,1,False,False,F2017,Low,Severe,Weekly,False,False,More,False,3,,SUP5,4,Below avg,High,Appropriate,
SN0077-32019,N0077,2025-11-16,ED,Night,8,8,6,0,1,False,False,F148,Medium,Moderate,Weekly,False,False,More,False,5,,SUP2,3,Average,High,Appropriate,
SN0061-35707,N0061,2025-12-23,Surgery,Evening,12,7,4,3,1,False,False,F2450,Low,Moderate,Every day,False,False,No change,False,2,,SUP4,2,Excellent,High,Appropriate,
SN0134-36219,N0134,2025-12-28,Peds,Evening,12,5,3,0,0,False,False,F1822,Low,Moderate,Weekly,False,True,No change,False,2,,SUP4,3,Good,Moderate,Appropriate,
SN0058-34007,N0058,2025-12-06,Peds,Evening,8,6,3,2,0,False,False,F879,Low,None,Never,True,True,Less,False,4,,SUP11,2,Good,Moderate,Appropriate,
SN0078-31719,N0078,2025-11-13,ICU,Night,12,6,5,2,1,False,False,F4500,Low,Moderate,Never,True,False,Less,False,1,,SUP4,3,Excellent,High,Appropriate,
SN0016-00419,N0016,2026-01-04,ED,Day,12,6,2,3,1,False,False,F717,High,Moderate,Never,True,False,More,False,3,,SUP7,3,Excellent,Low,Appropriate,
SN0067-34007,N0067,2025-12-06,Peds,Day,12,4,5,0,0,False,False,F3914,High,None,Every day,False,False,No change,False,5,,SUP7,3,Good,Moderate,Outstanding,
SN0075-28719,N0075,2025-10-14,Surgery,Day,12,5,6,0,0,True,False,F1775,Low,Moderate,Every day,False,False,More,False,4,,SUP6,3,Excellent,High,Needs improvement,
SN0010-34407,N0010,2025-12-10,ED,Night,8,3,3,1,1,False,False,F608,Low,Moderate,Never,False,False,More,False,3,,SUP12,5,Good,High,Appropriate,
SN0068-34507,N0068,2025-12-11,Peds,Night,12,7,4,1,1,False,False,F4347,Low,Moderate,Every day,True,True,More,False,1,,SUP1,2,Good,Moderate,Appropriate,
SN0060-29807,N0060,2025-10-25,Peds,Day,12,5,8,2,0,False,True,F4285,Medium,None,Monthly,False,False,Less,True,1,,SUP3,3,Good,High,Appropriate,
SN0030-30819,N0030,2025-11-04,Peds,Night,12,7,9,3,0,False,False,F2486,Medium,Moderate,Every day,False,False,More,False,3,,SUP9,3,Good,Moderate,Appropriate,
SN0056-29107,N0056,2025-10-18,Peds,Day,8,6,1,0,2,False,False,F2599,Medium,Severe,Every day,False,False,No change,False,1,,SUP6,4,Average,High,Appropriate,
SN0041-33107,N0041,2025-11-27,Medical,Day,12,5,7,0,2,False,False,F3023,Low,Severe,Every day,False,True,More,False,3,,SUP10,3,Average,Low,Appropriate,
SN0085-00119,N0085,2026-01-01,Peds,Day,12,4,3,0,0,False,False,F2456,Medium,Moderate,Every day,False,False,No change,True,1,,SUP2,3,Average,High,Appropriate,
SN0067-33307,N0067,2025-11-29,Surgery,Night,12,4,2,0,0,False,False,F1314,Low,Moderate,Never,False,False,No change,True,4,,SUP6,2,Excellent,High,Needs improvement,
SN0119-29107,N0119,2025-10-18,ED,Night,12,4,2,0,0,False,False,F4989,Medium,Severe,Every day,False,False,No change,False,1,,SUP7,5,Good,Moderate,Appropriate,
SN0120-36519,N0120,2025-12-31,ICU,Day,8,8,8,1,0,False,False,F1920,Low,None,Monthly,False,False,More,True,3,,SUP12,2,Average,High,Needs improvement,
SN0143-32319,N0143,2025-11-19,Surgery,Evening,12,3,7,3,1,False,True,F120,High,Moderate,Monthly,False,False,No change,True,3,,SUP6,3,Good,Moderate,Appropriate,
SN0069-30319,N0069,2025-10-30,Surgery,Day,8,5,6,1,0,False,False,F2944,Medium,Moderate,Weekly,False,False,Less,False,5,,SUP9,3,Excellent,High,Appropriate,
SN0020-31907,N0020,2025-11-15,ICU,Evening,8,8,9,2,1,False,False,F2748,High,Severe,Monthly,False,True,More,True,1,,SUP2,3,Good,High,Needs improvement,
SN0101-29919,N0101,2025-10-26,ICU,Day,12,4,6,0,0,False,False,F3198,Low,Moderate,Never,False,False,No change,False,4,,SUP8,5,Average,Low,Appropriate,
SN0093-00619,N0093,2026-01-06,ED,Night,12,3,5,2,0,True,False,F2848,High,Moderate,Weekly,False,False,No change,False,1,,SUP11,2,Average,Moderate,Appropriate,
SN0012-36107,N0012,2025-12-27,Medical,Day,8,6,8,1,0,False,False,F4933,Medium,Moderate,Weekly,False,False,No change,False,5,,SUP10,4,Excellent,High,Appropriate,
SN0103-31919,N0103,2025-11-15,Peds,Evening,12,3,9,0,1,False,False,F4354,Low,Moderate,Monthly,True,False,No change,False,4,,SUP2,5,Average,High,Needs improvement,
SN0056-31019,N0056,2025-11-06,Peds,Day,12,6,4,0,1,False,False,F1672,Medium,Moderate,Every day,False,False,Less,True,5,,SUP11,4,Average,High,Outstanding,
SN0145-31919,N0145,2025-11-15,ED,Night,12,7,9,2,1,False,False,F571,High,Moderate,Weekly,False,False,More,False,1,,SUP6,5,Excellent,Moderate,Appropriate,
SN0080-33507,N0080,2025-12-01,Surgery,Night,12,7,1,0,0,False,False,F960,Low,None,Every day,True,False,More,True,4,,SUP12,2,Good,High,Appropriate,
SN0049-33807,N0049,2025-12-04,ED,Day,10,5,10,0,0,False,False,F4833,Medium,None,Every day,False,False,More,False,5,,SUP8,2,Average,High,Appropriate,
SN0088-30519,N0088,2025-11-01,ICU,Day,12,2,8,5,1,False,False,F2016,Medium,Moderate,Weekly,False,False,More,True,2,,SUP9,5,Excellent,High,Appropriate,
SN0016-30007,N0016,2025-10-27,Peds,Day,12,6,7,2,0,False,False,F3540,Medium,None,Never,False,False,No change,True,1,,SUP3,2,Average,High,Appropriate,
SN0062-32107,N0062,2025-11-17,Peds,Night,12,6,10,3,1,True,False,F2621,Low,None,Monthly,False,False,No change,False,3,,SUP10,5,Good,Low,Appropriate,
SN0075-28419,N0075,2025-10-11,Peds,Day,12,2,6,0,1,False,False,F1336,Medium,Moderate,Never,False,False,No change,False,5,,SUP1,2,Below avg,High,Appropriate,
SN0084-33419,N0084,2025-11-30,ED,Night,12,6,3,4,0,False,False,F626,High,Moderate,Weekly,True,False,More,True,2,,SUP12,4,Excellent,Low,Appropriate,
SN0083-32607,N0083,2025-11-22,ED,Night,12,6,10,1,0,False,False,F5225,Low,Severe,Weekly,False,False,More,True,4,,SUP6,2,Excellent,Moderate,Appropriate,
SN0006-34419,N0006,2025-12-10,ICU,Night,8,4,2,3,1,False,False,F4121,Medium,Moderate,Weekly,False,False,More,False,5,,SUP3,4,Excellent,Moderate,Appropriate,
SN0149-36307,N0149,2025-12-29,Medical,Night,12,4,8,2,1,False,False,F1557,Low,None,Every day,False,True,More,False,2,,SUP12,5,Good,High,Appropriate,
SN0090-30619,N0090,2025-11-02,ED,Night,10,4,7,0,2,False,False,F2048,Medium,Moderate,Weekly,True,False,No change,False,5,,SUP5,3,Excellent,Moderate,Outstanding,
SN0075-33319,N0075,2025-11-29,ICU,Night,12,2,2,0,0,False,False,F3853,High,None,Every day,False,True,More,False,3,,SUP10,5,Average,High,Needs improvement,
SN0132-33007,N0132,2025-11-26,Medical,Day,12,8,3,3,1,False,False,F2412,Medium,Moderate,Weekly,False,True,More,False,1,,SUP3,5,Good,Moderate,Outstanding,
SN0047-33307,N0047,2025-11-29,ED,Evening,8,6,3,3,2,False,False,F49,Low,None,Monthly,False,False,More,False,1,,SUP3,4,Good,High,Appropriate,
SN0077-00507,N0077,2026-01-05,Surgery,Night,12,4,10,2,1,True,False,F860,Medium,Moderate,Weekly,False,False,More,False,4,,SUP2,5,Average,High,Appropriate,
SN0037-32919,N0037,2025-11-25,Medical,Night,8,4,2,1,1,True,False,F3194,Low,Moderate,Every day,True,False,No change,False,3,,SUP10,5,Good,High,Appropriate,
SN0056-35919,N0056,2025-12-25,Surgery,Day,12,8,6,1,1,False,False,F3978,High,Moderate,Weekly,True,False,More,False,5,,SUP2,2,Good,Moderate,Needs improvement,
SN0053-29907,N0053,2025-10-26,Peds,Day,12,5,4,2,2,False,False,F2664,Low,Severe,Never,False,True,Less,False,3,,SUP11,3,Average,High,Appropriate,
SN0138-00307,N0138,2026-01-03,Peds,Night,10,7,2,1,0,False,False,F3210,High,Moderate,Every day,False,True,More,False,1,,SUP11,2,Average,High,Appropriate,
SN0015-29707,N0015,2025-10-24,Medical,Day,8,2,5,0,1,False,False,F4495,Medium,Moderate,Never,False,False,No change,False,5,,SUP2,2,Average,High,Appropriate,
SN0120-29819,N0120,2025-10-25,Surgery,Evening,8,5,7,0,0,False,False,F4768,Low,None,Every day,False,True,More,True,3,,SUP11,4,Excellent,Moderate,Appropriate,
SN0019-28307,N0019,2025-10-10,ED,Day,12,2,9,0,2,False,False,F3534,Low,Moderate,Never,False,True,More,False,2,,SUP5,4,Excellent,High,Appropriate,
SN0120-34807,N0120,2025-12-14,Medical,Day,8,4,5,0,0,True,False,F4873,High,Severe,Never,False,False,No change,False,2,,SUP3,3,Average,High,Appropriate,
SN0021-36007,N0021,2025-12-26,Medical,Night,10,6,9,1,1,False,False,F2310,Medium,Moderate,Never,False,True,More,True,4,,SUP10,4,Excellent,Moderate,Needs improvement,
SN0140-35007,N0140,2025-12-16,Peds,Night,12,4,3,2,0,False,False,F4115,Medium,Moderate,Every day,False,False,No change,False,3,,SUP10,5,Excellent,Moderate,Appropriate,
SN0138-28219,N0138,2025-10-09,ICU,Evening,8,2,8,0,0,False,False,F2056,High,Moderate,Monthly,False,False,No change,False,4,,SUP10,4,Good,High,Appropriate,
SN0056-28407,N0056,2025-10-11,Medical,Day,12,3,6,0,0,False,False,F613,Low,Moderate,Weekly,True,False,More,True,2,,SUP5,2,Average,Moderate,Appropriate,
