shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in,feedback_id,reported_stress,reported_fatigue,burnout_freq,emotionally_drained,used_up,workload_change,intent_to_leave,satisfaction,comments
SN0015-31507,N0015,2025-11-11,ED,Night,12,5,3,4,0,False,False,F209,High,None,Every day,False,False,No change,False,2,
SN0125-00407,N0125,2026-01-04,Peds,Night,8,8,8,0,1,False,True,F210,Low,Moderate,Every day,False,False,No change,False,3,
SN0104-30819,N0104,2025-11-04,Medical,Night,8,3,7,1,1,False,False,F211,Medium,Moderate,Weekly,False,True,More,True,1,
SN0062-00219,N0062,2026-01-02,ED,Night,12,7,9,0,1,False,False,F212,Medium,None,Monthly,False,True,More,True,5,
SN0023-00407,N0023,2026-01-04,ED,Night,10,2,6,0,2,False,False,F213,Low,None,Monthly,True,False,No change,False,4,
SN0084-28407,N0084,2025-10-11,ED,Day,10,7,10,2,0,False,False,F214,High,None,Weekly,False,False,No change,True,5,
SN0034-33119,N0034,2025-11-27,ICU,Day,12,6,9,0,2,False,False,F215,High,Moderate,Never,False,False,More,False,2,
SN0140-32707,N0140,2025-11-23,Surgery,Day,12,6,5,2,1,True,False,F216,Low,Moderate,Weekly,False,False,More,False,2,
SN0135-31707,N0135,2025-11-13,Medical,Day,12,4,4,1,0,False,False,F217,Low,Severe,Monthly,False,False,More,True,5,
SN0016-34907,N0016,2025-12-15,ED,Night,12,8,3,0,0,False,False,F218,Low,Moderate,Every day,False,True,More,True,4,
SN0082-34307,N0082,2025-12-09,Surgery,Day,12,7,8,1,0,False,False,F219,Low,Severe,Every day,False,False,No change,False,2,
SN0076-33019,N0076,2025-11-26,ICU,Evening,12,4,6,1,1,True,False,F220,Low,Moderate,Monthly,True,False,No change,True,5,
SN0009-32107,N0009,2025-11-17,ICU,Night,12,4,3,0,0,False,False,F221,Low,Moderate,Weekly,False,False,More,True,2,
SN0069-35107,N0069,2025-12-17,Surgery,Night,10,3,2,0,2,False,False,F222,Medium,Moderate,Every day,True,True,More,False,5,
SN0123-30919,N0123,2025-11-05,ED,Day,8,2,5,2,0,False,False,F223,Low,None,Never,False,False,More,False,2,
SN0100-28807,N0100,2025-10-15,Medical,Night,12,3,7,0,4,True,False,F224,Medium,Moderate,Every day,False,False,More,True,4,
SN0139-31407,N0139,2025-11-10,ICU,Day,8,8,3,0,0,False,False,F225,Low,Severe,Never,True,False,More,False,2,
SN0039-29707,N0039,2025-10-24,ED,Day,8,4,8,1,1,False,False,F226,Medium,Moderate,Every day,False,False,More,False,3,
SN0042-29519,N0042,2025-10-22,Peds,Night,12,7,9,0,2,False,False,F227,High,None,Never,False,False,No change,True,4,
SN0050-35507,N0050,2025-12-21,Peds,Night,10,4,5,0,0,False,False,F228,High,Moderate,Weekly,False,True,More,True,2,
SN0136-34219,N0136,2025-12-08,Medical,Night,12,5,7,0,0,True,False,F229,Low,Moderate,Monthly,False,False,More,False,2,
SN0079-33607,N0079,2025-12-02,Surgery,Evening,12,5,1,4,0,False,False,F230,Medium,None,Every day,True,False,No change,False,3,
SN0095-30107,N0095,2025-10-28,ED,Night,12,7,7,1,0,False,False,F231,High,None,Every day,False,False,Less,False,4,
SN0008-35919,N0008,2025-12-25,ED,Night,10,3,5,1,1,False,False,F232,Low,Moderate,Every day,False,True,More,True,3,
SN0059-28307,N0059,2025-10-10,ED,Day,8,2,8,0,0,False,False,F233,Medium,Moderate,Weekly,False,False,More,False,5,
SN0116-33819,N0116,2025-12-04,ED,Day,8,6,3,1,0,False,False,F234,High,Moderate,Never,False,False,No change,True,3,
SN0134-32919,N0134,2025-11-25,Peds,Day,8,3,6,1,0,False,False,F235,Low,None,Monthly,False,False,More,False,5,
SN0087-28307,N0087,2025-10-10,Peds,Day,12,7,3,0,0,False,False,F236,Low,Moderate,Weekly,False,False,More,True,4,
SN0110-34507,N0110,2025-12-11,Peds,Night,12,5,10,1,3,False,False,F237,Low,None,Weekly,False,False,More,False,1,
SN0123-31807,N0123,2025-11-14,ED,Night,8,7,1,2,1,False,False,F238,Medium,None,Monthly,True,False,No change,True,5,
SN0040-31719,N0040,2025-11-13,ED,Night,12,6,8,0,1,False,False,F239,Low,None,Monthly,False,False,More,False,2,
SN0132-31507,N0132,2025-11-11,Peds,Night,8,4,4,2,0,False,False,F240,Medium,Moderate,Monthly,False,False,More,True,2,
SN0033-28507,N0033,2025-10-12,Peds,Night,12,8,1,1,0,False,False,F241,Low,Moderate,Weekly,True,False,More,False,3,
SN0117-33707,N0117,2025-12-03,ED,Night,12,4,1,0,0,False,False,F242,High,Moderate,Every day,False,False,Less,False,3,
SN0028-34219,N0028,2025-12-08,Peds,Night,12,7,2,0,2,False,False,F243,Medium,None,Every day,False,False,More,False,2,
SN0088-29119,N0088,2025-10-18,Surgery,Evening,12,2,2,0,1,False,False,F244,Low,None,Never,False,True,More,False,1,
SN0112-28219,N0112,2025-10-09,ED,Day,12,5,10,3,1,False,False,F245,Medium,Moderate,Never,True,False,More,False,4,
SN0087-35207,N0087,2025-12-18,ICU,Evening,12,5,7,2,0,False,True,F246,Medium,Severe,Never,False,False,No change,True,3,
SN0020-30619,N0020,2025-11-02,ED,Day,12,4,2,1,0,False,False,F247,Low,Moderate,Never,False,True,Less,False,4,
SN0127-32919,N0127,2025-11-25,ED,Day,12,2,6,0,0,False,False,F248,Low,None,Weekly,True,False,More,False,5,
SN0091-35819,N0091,2025-12-24,Medical,Night,8,7,5,1,1,False,False,F249,High,Severe,Never,False,False,Less,False,1,
SN0027-00219,N0027,2026-01-02,Peds,Day,12,7,8,0,2,False,False,F250,Low,None,Weekly,False,False,Less,True,3,
SN0126-35419,N0126,2025-12-20,Surgery,Night,8,7,3,5,0,False,False,F251,Medium,Moderate,Monthly,False,False,Less,True,2,
SN0109-34007,N0109,2025-12-06,Medical,Night,8,2,5,1,0,False,False,F252,Medium,None,Never,False,False,Less,True,1,
SN0113-35019,N0113,2025-12-16,Medical,Day,10,8,4,0,0,False,False,F253,Medium,Severe,Never,False,False,No change,True,4,
SN0113-29407,N0113,2025-10-21,Medical,Night,12,5,4,0,0,False,False,F254,High,None,Every day,False,False,More,True,5,
SN0145-34719,N0145,2025-12-13,Peds,Day,12,6,7,1,0,False,False,F255,Medium,None,Every day,False,False,No change,True,2,
SN0021-35707,N0021,2025-12-23,ED,Evening,12,6,6,1,2,False,False,F256,Low,Moderate,Monthly,False,True,More,True,2,
SN0014-36107,N0014,2025-12-27,Medical,Night,12,2,3,1,1,False,False,F257,Medium,Moderate,Never,False,True,No change,False,5,
SN0038-33407,N0038,2025-11-30,Peds,Day,12,8,7,1,1,False,False,F258,Low,Moderate,Monthly,False,False,More,False,4,
SN0132-35319,N0132,2025-12-19,Peds,Night,12,5,8,0,0,False,False,F259,Low,None,Weekly,False,False,More,False,3,
SN0051-30707,N0051,2025-11-03,Medical,Night,10,3,2,1,1,False,False,F260,Low,Moderate,Weekly,False,False,More,False,1,
SN0061-31319,N0061,2025-11-09,Peds,Night,8,2,7,1,1,True,False,F261,Medium,Moderate,Never,False,True,More,True,4,
SN0043-33519,N0043,2025-12-01,Peds,Evening,12,3,1,1,3,True,False,F262,Low,Moderate,Weekly,False,False,More,False,3,
SN0148-35319,N0148,2025-12-19,Peds,Day,12,3,8,0,1,False,False,F263,High,Severe,Weekly,False,False,No change,False,5,
SN0012-29819,N0012,2025-10-25,Surgery,Day,12,7,4,0,3,False,False,F264,Low,Moderate,Weekly,False,False,More,True,4,
SN0127-28919,N0127,2025-10-16,ED,Evening,12,6,9,1,1,False,False,F265,Medium,Moderate,Weekly,False,False,No change,False,1,
SN0031-29419,N0031,2025-10-21,Surgery,Day,12,5,1,2,0,False,False,F266,Medium,Moderate,Every day,False,True,More,True,2,
SN0020-31407,N0020,2025-11-10,ED,Night,12,3,8,1,1,False,False,F267,Medium,Moderate,Every day,False,True,No change,False,1,
SN0027-35607,N0027,2025-12-22,ICU,Day,12,5,5,0,0,False,False,F268,Low,Moderate,Monthly,False,False,No change,False,4,
SN0149-34207,N0149,2025-12-08,Medical,Night,12,4,3,1,0,True,False,F269,Low,Moderate,Every day,False,False,More,False,4,
SN0041-28919,N0041,2025-10-16,ICU,Night,12,6,4,0,2,True,False,F270,Medium,Moderate,Weekly,False,False,No change,False,3,
SN0020-28519,N0020,2025-10-12,Peds,Night,12,5,7,1,0,False,False,F271,High,None,Never,False,True,No change,False,1,
SN0133-36119,N0133,2025-12-27,ICU,Day,12,5,1,1,3,False,False,F272,Medium,Moderate,Weekly,False,False,More,True,4,
SN0100-36219,N0100,2025-12-28,ICU,Night,12,5,1,1,1,False,False,F273,Medium,Moderate,Weekly,False,False,More,False,1,
SN0071-35507,N0071,2025-12-21,ICU,Day,12,5,3,2,0,False,False,F274,High,Moderate,Every day,False,True,No change,True,4,
SN0133-30719,N0133,2025-11-03,Medical,Day,12,5,4,1,0,False,False,F275,Medium,Severe,Monthly,False,False,No change,False,3,
SN0056-35007,N0056,2025-12-16,ICU,Night,12,5,9,1,0,False,False,F276,High,None,Never,False,False,No change,False,2,
SN0021-30207,N0021,2025-10-29,Medical,Night,8,7,3,0,2,True,False,F277,Low,Moderate,Every day,False,True,More,False,4,
SN0086-30119,N0086,2025-10-28,Medical,Night,12,4,7,0,0,False,False,F278,Low,None,Every day,True,False,More,False,3,
SN0103-29107,N0103,2025-10-18,Peds,Night,12,8,5,1,0,False,False,F279,Medium,Moderate,Every day,False,True,More,False,4,
SN0057-28907,N0057,2025-10-16,ICU,Night,12,7,10,1,1,False,False,F280,Low,Severe,Never,False,True,No change,False,1,
SN0124-30307,N0124,2025-10-30,Peds,Day,12,2,1,0,0,False,False,F281,Low,Moderate,Never,True,False,More,False,2,
SN0126-30007,N0126,2025-10-27,Peds,Evening,12,3,9,1,2,False,False,F282,Medium,None,Every day,False,True,More,False,2,
SN0104-32707,N0104,2025-11-23,Peds,Night,10,6,8,0,1,False,False,F283,Medium,Moderate,Every day,False,False,More,False,5,
SN0007-34119,N0007,2025-12-07,Peds,Day,12,7,8,0,0,False,False,F284,Low,Moderate,Every day,False,False,More,False,5,
SN0118-33219,N0118,2025-11-28,ED,Day,12,3,6,0,1,False,False,F285,High,Moderate,Never,False,False,More,True,5,
SN0030-31619,N0030,2025-11-12,ICU,Night,12,3,3,0,1,False,False,F286,Medium,Moderate,Every day,False,False,No change,True,1,
SN0118-29307,N0118,2025-10-20,Medical,Day,12,4,2,1,2,False,False,F287,Medium,None,Every day,True,False,More,True,1,
SN0033-32007,N0033,2025-11-16,ED,Day,12,7,2,0,0,False,False,F288,High,Moderate,Monthly,False,False,Less,False,1,
SN0065-32707,N0065,2025-11-23,Peds,Evening,12,8,9,3,1,False,False,F289,Low,None,Weekly,False,True,More,False,5,
SN0114-33507,N0114,2025-12-01,Surgery,Day,12,6,10,1,2,False,False,F290,Medium,None,Never,False,False,No change,False,4,
SN0143-28719,N0143,2025-10-14,ED,Night,12,5,4,0,2,False,False,F291,Low,Moderate,Never,True,False,More,False,4,
SN0025-30719,N0025,2025-11-03,ED,Day,12,8,4,0,0,False,False,F292,Low,None,Every day,False,False,More,False,2,
SN0012-31507,N0012,2025-11-11,Medical,Night,12,2,8,0,0,False,False,F293,Medium,None,Every day,True,False,More,True,1,
SN0072-33819,N0072,2025-12-04,Surgery,Night,12,4,3,0,2,True,False,F294,Medium,Moderate,Monthly,False,False,More,True,1,
SN0001-36319,N0001,2025-12-29,ICU,Night,12,6,9,0,1,False,False,F295,Low,Moderate,Every day,False,False,More,False,4,
SN0049-31619,N0049,2025-11-12,ED,Day,12,7,1,0,0,False,False,F296,High,None,Monthly,False,False,No change,False,3,
SN0097-30019,N0097,2025-10-27,ICU,Night,12,7,6,0,2,False,False,F297,Low,Moderate,Monthly,False,False,More,False,5,
SN0050-31519,N0050,2025-11-11,Surgery,Evening,12,8,6,1,1,False,False,F298,Medium,Moderate,Every day,False,True,More,False,3,
SN0105-33707,N0105,2025-12-03,ICU,Night,8,5,10,1,1,False,False,F299,Medium,Moderate,Every day,False,False,No change,True,2,
SN0020-32107,N0020,2025-11-17,ED,Day,12,6,5,0,0,False,False,F300,Medium,Severe,Weekly,False,True,More,False,4,
SN0100-28219,N0100,2025-10-09,ED,Day,12,6,3,1,0,False,False,F301,Medium,Severe,Every day,False,False,More,False,4,
SN0022-35419,N0022,2025-12-20,Medical,Day,12,2,10,0,0,True,False,F302,Low,None,Every day,False,True,More,False,2,
SN0004-36419,N0004,2025-12-30,Peds,Night,12,3,10,0,1,False,False,F303,Low,Moderate,Every day,False,False,Less,False,2,
SN0062-31719,N0062,2025-11-13,Surgery,Night,12,6,1,1,0,True,False,F304,Low,Moderate,Weekly,False,False,No change,True,1,
SN0102-35307,N0102,2025-12-19,Peds,Night,12,2,10,0,0,False,False,F305,High,Moderate,Never,False,False,No change,False,3,
SN0124-35619,N0124,2025-12-22,ED,Night,12,8,8,2,0,True,False,F306,Low,None,Monthly,False,True,More,False,2,
SN0101-34719,N0101,2025-12-13,Medical,Day,12,2,9,0,0,False,False,F307,Low,None,Never,True,True,No change,False,1,
SN0098-35707,N0098,2025-12-23,Peds,Night,12,4,10,3,1,False,False,F308,High,None,Never,True,False,More,True,2,
SN0002-33307,N0002,2025-11-29,Peds,Night,12,4,10,1,0,False,False,F309,Low,Moderate,Every day,False,False,More,False,4,
SN0036-36307,N0036,2025-12-29,ICU,Day,12,2,7,0,0,False,False,F310,Medium,None,Never,False,False,More,True,3,
SN0029-29307,N0029,2025-10-20,ICU,Night,10,6,1,1,1,False,False,F311,High,Moderate,Every day,True,False,Less,False,1,
SN0127-00107,N0127,2026-01-01,Surgery,Day,12,3,1,1,0,False,False,F312,Medium,None,Every day,False,False,Less,True,4,
SN0112-00507,N0112,2026-01-05,Medical,Day,12,3,7,2,0,True,False,F313,High,Severe,Weekly,False,False,More,False,3,
SN0114-31619,N0114,2025-11-12,Peds,Night,8,2,6,0,0,False,False,F314,Low,Moderate,Never,False,False,Less,True,3,
SN0027-32419,N0027,2025-11-20,Surgery,Evening,12,4,3,2,1,False,False,F315,Low,None,Every day,True,False,More,False,5,
SN0003-33719,N0003,2025-12-03,ICU,Night,10,5,5,1,0,False,False,F316,Low,None,Every day,False,False,Less,True,1,
SN0077-00419,N0077,2026-01-04,ED,Day,12,3,6,1,0,False,False,F317,Low,Moderate,Every day,False,False,More,True,2,
SN0141-30419,N0141,2025-10-31,ICU,Day,12,4,2,0,1,False,False,F318,Medium,None,Weekly,False,True,No change,False,1,
SN0060-28419,N0060,2025-10-11,ICU,Evening,12,4,3,2,1,False,False,F319,High,None,Weekly,False,False,More,False,3,
SN0070-36119,N0070,2025-12-27,Surgery,Night,12,4,5,0,1,False,False,F320,Medium,None,Never,True,True,No change,False,2,
SN0079-34519,N0079,2025-12-11,ICU,Night,12,2,10,3,3,False,False,F321,Low,Severe,Every day,False,False,More,False,4,
SN0052-33819,N0052,2025-12-04,Surgery,Night,12,8,7,2,0,False,False,F322,High,Moderate,Weekly,True,False,No change,True,3,
SN0137-31819,N0137,2025-11-14,Surgery,Day,12,2,5,2,0,True,False,F323,Medium,None,Monthly,False,False,More,False,4,
SN0132-34807,N0132,2025-12-14,Surgery,Day,12,3,9,2,0,True,False,F324,High,None,Never,False,False,More,False,5,
SN0129-30607,N0129,2025-11-02,ED,Day,12,7,10,1,0,False,False,F325,High,Moderate,Monthly,False,False,More,True,1,
SN0086-29819,N0086,2025-10-25,Surgery,Day,12,8,5,1,1,False,True,F326,High,None,Every day,False,True,More,False,2,
SN0124-32607,N0124,2025-11-22,Peds,Day,12,5,4,0,0,False,False,F327,Medium,None,Every day,False,True,More,False,3,
SN0054-33307,N0054,2025-11-29,Peds,Night,12,2,9,0,0,False,False,F328,Medium,None,Monthly,False,False,More,False,5,
SN0119-00219,N0119,2026-01-02,ED,Day,12,6,5,1,0,False,False,F329,Low,None,Monthly,False,False,No change,True,3,
SN0092-35319,N0092,2025-12-19,Medical,Day,12,7,1,1,0,False,False,F330,High,Severe,Every day,True,False,No change,True,1,
SN0082-33819,N0082,2025-12-04,Surgery,Day,12,4,2,0,0,False,False,F331,Medium,None,Every day,False,True,No change,False,3,
SN0069-36407,N0069,2025-12-30,Surgery,Day,8,7,1,1,1,False,False,F332,High,None,Never,True,False,More,False,1,
SN0147-34507,N0147,2025-12-11,ICU,Day,12,6,4,1,0,False,False,F333,High,Moderate,Every day,True,True,No change,False,2,
SN0023-29907,N0023,2025-10-26,ICU,Evening,8,4,1,1,0,False,False,F334,Low,None,Monthly,True,False,No change,False,5,
SN0131-33607,N0131,2025-12-02,Peds,Night,12,2,4,0,0,False,True,F335,High,Severe,Every day,True,False,No change,False,5,
SN0143-29007,N0143,2025-10-17,Medical,Evening,12,5,5,0,1,False,False,F336,Medium,Severe,Every day,False,True,No change,True,2,
SN0054-30619,N0054,2025-11-02,Medical,Night,12,2,1,2,1,False,False,F337,Medium,Moderate,Weekly,False,False,More,False,2,
SN0071-30819,N0071,2025-11-04,Surgery,Day,12,3,5,5,1,False,False,F338,Medium,Severe,Never,False,False,No change,True,5,
SN0065-33607,N0065,2025-12-02,ICU,Night,12,7,6,4,5,False,False,F339,High,None,Every day,False,False,No change,True,1,
SN0069-28619,N0069,2025-10-13,Peds,Evening,12,2,9,1,0,False,True,F340,Medium,None,Weekly,True,False,More,False,4,
SN0017-29807,N0017,2025-10-25,ICU,Day,12,2,5,0,2,False,False,F341,Low,Severe,Never,True,False,More,False,5,
SN0137-31807,N0137,2025-11-14,Peds,Night,12,3,1,0,0,False,False,F342,High,Moderate,Weekly,False,False,No change,True,3,
SN0033-31419,N0033,2025-11-10,Peds,Day,12,7,3,0,0,False,False,F343,Medium,Moderate,Never,False,False,More,False,2,
SN0142-29219,N0142,2025-10-19,ED,Night,12,2,4,1,3,False,False,F344,Low,None,Monthly,False,False,No change,False,3,
SN0099-29807,N0099,2025-10-25,ED,Night,12,3,2,1,1,False,False,F345,Medium,Moderate,Never,False,False,More,False,2,
SN0051-30807,N0051,2025-11-04,Peds,Night,12,3,6,0,0,False,False,F346,Medium,None,Monthly,False,False,More,False,3,
SN0066-31719,N0066,2025-11-13,ED,Day,8,8,10,2,1,False,False,F347,Medium,None,Every day,False,False,More,False,2,
SN0127-28207,N0127,2025-10-09,Medical,Night,8,6,5,2,0,False,False,F348,High,Moderate,Monthly,False,False,More,False,3,
SN0036-33119,N0036,2025-11-27,Peds,Night,12,2,3,3,1,False,False,F349,High,None,Weekly,False,False,More,False,3,
SN0004-32207,N0004,2025-11-18,ICU,Day,12,4,10,1,0,False,True,F350,High,Moderate,Monthly,False,False,No change,True,3,
SN0027-36307,N0027,2025-12-29,Medical,Night,12,7,5,2,3,False,False,F351,Medium,None,Weekly,False,True,Less,False,5,
SN0078-29219,N0078,2025-10-19,ICU,Day,12,8,1,1,1,False,False,F352,Medium,Moderate,Every day,False,True,No change,True,1,
SN0089-28619,N0089,2025-10-13,Medical,Day,12,6,6,0,1,False,True,F353,Medium,Severe,Never,False,False,More,False,4,
SN0101-36107,N0101,2025-12-27,ED,Day,12,2,10,0,1,False,False,F354,Medium,Moderate,Every day,False,False,More,False,3,
SN0102-29119,N0102,2025-10-18,Peds,Night,12,2,2,2,1,False,False,F355,Low,None,Every day,True,False,More,False,3,
SN0044-29007,N0044,2025-10-17,Peds,Night,12,6,6,1,0,False,True,F356,Medium,Moderate,Monthly,False,False,More,True,3,
SN0064-34519,N0064,2025-12-11,Surgery,Evening,12,8,9,0,1,False,False,F357,High,Severe,Every day,True,False,No change,False,1,
SN0116-36419,N0116,2025-12-30,Surgery,Day,12,3,7,0,0,False,False,F358,Medium,Moderate,Never,True,True,More,True,3,
SN0142-30807,N0142,2025-11-04,Peds,Night,12,5,9,0,0,False,False,F359,Low,Moderate,Weekly,False,False,More,True,5,
SN0067-35819,N0067,2025-12-24,Peds,Night,12,4,10,0,0,False,False,F360,Low,None,Never,False,False,More,False,5,
SN0095-33407,N0095,2025-11-30,ED,Night,12,3,8,2,0,False,False,F361,Low,Moderate,Every day,False,False,More,True,3,
SN0094-00319,N0094,2026-01-03,Peds,Evening,12,2,5,1,0,False,False,F362,High,None,Every day,False,False,More,False,1,
SN0048-29419,N0048,2025-10-21,ICU,Night,12,3,4,2,1,False,False,F363,Low,Moderate,Weekly,False,False,No change,False,1,
SN0027-30319,N0027,2025-10-30,ED,Evening,12,6,8,3,0,False,False,F364,Low,None,Never,False,False,More,False,5,
SN0008-36419,N0008,2025-12-30,ICU,Night,12,6,3,1,1,False,False,F365,Medium,None,Never,True,True,No change,False,2,
SN0049-00507,N0049,2026-01-05,Surgery,Night,8,5,4,2,0,False,False,F366,Low,Moderate,Monthly,False,False,More,False,3,
SN0122-34519,N0122,2025-12-11,Surgery,Day,12,2,1,1,0,False,False,F367,Medium,Moderate,Monthly,False,False,No change,True,2,
SN0114-34907,N0114,2025-12-15,Peds,Night,12,8,8,0,1,False,False,F368,High,Moderate,Monthly,False,True,No change,False,1,
SN0026-29807,N0026,2025-10-25,ICU,Night,12,7,7,0,0,False,False,F369,Low,Moderate,Every day,False,False,No change,False,1,
SN0034-30407,N0034,2025-10-31,Medical,Day,12,2,10,1,0,False,False,F370,High,Moderate,Every day,False,False,No change,False,2,
SN0049-34907,N0049,2025-12-15,Surgery,Day,8,2,3,2,0,True,False,F371,Medium,Moderate,Never,False,False,No change,False,2,
SN0028-35319,N0028,2025-12-19,Peds,Night,12,6,5,0,1,False,False,F372,Low,Moderate,Never,False,False,No change,True,4,
SN0015-33907,N0015,2025-12-05,Medical,Night,10,6,2,1,0,False,False,F373,Medium,None,Never,False,True,No change,False,1,
SN0083-28507,N0083,2025-10-12,Surgery,Night,12,6,1,1,0,False,False,F374,Low,None,Every day,False,False,More,True,3,
SN0067-36207,N0067,2025-12-28,ICU,Evening,12,7,9,2,0,False,False,F375,Low,None,Weekly,False,True,No change,False,5,
SN0049-29407,N0049,2025-10-21,Surgery,Night,8,6,5,3,0,False,True,F376,Low,Moderate,Never,True,False,Less,True,2,
SN0105-31519,N0105,2025-11-11,Surgery,Day,8,5,6,1,1,True,False,F377,Medium,Severe,Every day,False,False,No change,False,1,
SN0019-34407,N0019,2025-12-10,Peds,Day,12,4,7,2,0,False,False,F378,High,Moderate,Monthly,False,True,More,False,4,
SN0125-29019,N0125,2025-10-17,Peds,Day,10,5,6,1,1,False,False,F379,Medium,Moderate,Every day,True,False,No change,False,3,
SN0033-34207,N0033,2025-12-08,Medical,Night,12,7,1,1,2,False,False,F380,Low,None,Every day,False,False,More,True,2,
SN0016-28119,N0016,2025-10-08,Medical,Night,12,6,5,1,0,True,False,F381,Low,None,Every day,False,False,More,False,1,
SN0006-28919,N0006,2025-10-16,Peds,Night,8,5,9,0,0,False,False,F382,Medium,Moderate,Weekly,False,False,More,False,5,
SN0032-32119,N0032,2025-11-17,Medical,Night,12,3,6,0,0,False,False,F383,Medium,None,Never,False,False,More,False,1,
SN0048-29419,N0048,2025-10-21,Peds,Evening,12,8,1,0,0,False,False,F384,Low,Moderate,Every day,False,False,No change,True,5,
SN0112-36007,N0112,2025-12-26,ED,Day,12,6,3,3,1,False,True,F385,Medium,Moderate,Every day,False,True,More,False,5,
