shift_id,nurse_id,date,unit,shift_type,hours,patients,acuity,admissions,discharges,overtime,call_in
SN0006-36419,N0006,2025-12-30,ICU,Day,8,2,10,2,0,False,False
SN0006-36319,N0006,2025-12-29,Peds,Night,8,6,2,1,0,False,False
SN0006-36119,N0006,2025-12-27,Medical,Night,12,5,1,0,1,False,False
SN0006-00607,N0006,2026-01-06,Peds,Day,8,7,2,2,0,False,False
SN0006-00319,N0006,2026-01-03,ED,Day,10,2,7,2,2,False,False
SN0006-00607,N0006,2026-01-06,ICU,Night,12,7,7,0,0,False,False
SN0006-00219,N0006,2026-01-02,ED,Night,12,4,1,3,1,False,False
SN0007-28407,N0007,2025-10-11,Peds,Night,12,7,3,1,0,False,False
SN0007-28419,N0007,2025-10-11,Peds,Day,8,2,1,1,2,False,False
SN0007-28419,N0007,2025-10-11,Peds,Night,12,2,5,1,1,False,False
SN0007-28307,N0007,2025-10-10,Medical,Night,10,8,2,0,1,True,False
SN0007-28719,N0007,2025-10-14,Peds,Evening,12,3,8,1,0,False,False
SN0007-29019,N0007,2025-10-17,Peds,Day,12,3,9,0,0,False,False
SN0007-29319,N0007,2025-10-20,Medical,Day,12,6,2,1,0,False,True
SN0007-28807,N0007,2025-10-15,Medical,Night,12,6,8,2,0,False,False
SN0007-29919,N0007,2025-10-26,Medical,Night,12,6,3,2,0,False,False
SN0007-29707,N0007,2025-10-24,Surgery,Day,10,5,8,0,0,True,False
SN0007-30119,N0007,2025-10-28,Peds,Night,12,7,9,0,0,True,False
SN0007-29807,N0007,2025-10-25,Surgery,Night,12,3,8,1,0,False,False
SN0007-30007,N0007,2025-10-27,ICU,Day,12,2,3,2,3,False,True
SN0007-29707,N0007,2025-10-24,Peds,Night,10,4,9,0,0,False,False
SN0007-30707,N0007,2025-11-03,Peds,Day,8,6,5,0,2,False,False
SN0007-30607,N0007,2025-11-02,ED,Day,12,8,5,1,2,False,False
SN0007-30719,N0007,2025-11-03,Surgery,Day,8,6,2,2,1,False,False
SN0007-30919,N0007,2025-11-05,Surgery,Day,12,6,3,1,1,False,False
SN0007-31407,N0007,2025-11-10,ICU,Day,12,8,3,1,1,False,False
SN0007-31107,N0007,2025-11-07,Medical,Night,12,7,8,1,1,True,False
SN0007-31507,N0007,2025-11-11,ICU,Day,12,4,10,1,2,False,False
SN0007-31419,N0007,2025-11-10,ICU,Day,12,4,10,0,0,False,False
SN0007-31619,N0007,2025-11-12,Medical,Day,8,4,10,0,1,True,False
SN0007-32207,N0007,2025-11-18,Medical,Night,12,7,7,0,2,False,False
SN0007-31819,N0007,2025-11-14,ED,Night,12,6,8,2,0,False,False
SN0007-31807,N0007,2025-11-14,ICU,Night,12,2,2,1,0,False,False
SN0007-31807,N0007,2025-11-14,ICU,Evening,12,4,4,2,2,False,False
SN0007-31619,N0007,2025-11-12,ED,Night,8,3,6,1,2,False,False
SN0007-32619,N0007,2025-11-22,Medical,Night,12,3,8,4,0,False,False
SN0007-32819,N0007,2025-11-24,ED,Evening,8,3,6,1,0,False,False
SN0007-32507,N0007,2025-11-21,ICU,Day,12,7,2,0,1,False,False
SN0007-32707,N0007,2025-11-23,Peds,Evening,12,7,3,3,0,False,False
SN0007-32319,N0007,2025-11-19,Surgery,Night,12,7,6,0,1,False,False
SN0007-32719,N0007,2025-11-23,Medical,Day,8,6,10,0,0,False,False
SN0007-33307,N0007,2025-11-29,Surgery,Day,8,7,1,2,0,False,False
SN0007-33419,N0007,2025-11-30,ED,Day,8,4,1,1,0,False,False
SN0007-33007,N0007,2025-11-26,Surgery,Day,8,2,8,1,0,False,False
SN0007-33407,N0007,2025-11-30,Peds,Evening,12,8,6,0,1,False,False
SN0007-33419,N0007,2025-11-30,Medical,Night,12,8,8,0,2,True,False
SN0007-33619,N0007,2025-12-02,Surgery,Day,12,7,9,0,0,False,False
SN0007-33707,N0007,2025-12-03,Medical,Day,12,4,6,2,1,False,False
SN0007-33919,N0007,2025-12-05,ICU,Day,12,7,6,3,1,False,False
SN0007-34119,N0007,2025-12-07,Surgery,Day,12,7,7,0,1,False,False
SN0007-33807,N0007,2025-12-04,Medical,Day,8,3,1,2,1,True,False
SN0007-34119,N0007,2025-12-07,Peds,Day,12,7,8,0,0,False,False
SN0007-35019,N0007,2025-12-16,Surgery,Evening,8,4,7,2,3,False,False
SN0007-34819,N0007,2025-12-14,Medical,Night,8,2,5,2,1,False,False
SN0007-34507,N0007,2025-12-11,Surgery,Day,12,6,1,0,0,False,False
SN0007-34519,N0007,2025-12-11,ED,Night,12,5,7,2,1,False,False
SN0007-35019,N0007,2025-12-16,Peds,Day,12,8,2,1,2,False,False
SN0007-34819,N0007,2025-12-14,Medical,Day,12,7,4,1,0,False,False
SN0007-35607,N0007,2025-12-22,ED,Evening,10,2,10,4,1,False,False
SN0007-35107,N0007,2025-12-17,ED,Day,12,3,10,0,0,False,False
SN0007-35407,N0007,2025-12-20,Peds,Day,12,7,10,0,0,False,False
SN0007-35407,N0007,2025-12-20,Peds,Day,8,2,8,0,0,False,False
SN0007-36019,N0007,2025-12-26,Peds,Night,12,5,8,0,1,False,False
SN0007-36219,N0007,2025-12-28,Surgery,Night,12,8,8,0,2,False,False
SN0007-35807,N0007,2025-12-24,Peds,Day,12,2,4,4,0,False,False
SN0007-00319,N0007,2026-01-03,ED,Day,12,5,10,1,1,False,False
SN0007-00607,N0007,2026-01-06,Peds,Day,12,4,1,0,0,False,False
SN0007-00407,N0007,2026-01-04,Medical,Day,12,4,8,4,1,False,False
SN0007-00207,N0007,2026-01-02,ICU,Day,8,3,8,1,1,False,False
SN0007-00119,N0007,2026-01-01,ICU,Day,8,7,7,1,0,False,False
SN0008-28307,N0008,2025-10-10,ED,Evening,12,3,1,3,0,False,False
SN0008-28519,N0008,2025-10-12,Surgery,Evening,12,3,10,1,2,False,False
SN0008-28507,N0008,2025-10-12,ED,Night,12,8,8,3,1,False,False
SN0008-28507,N0008,2025-10-12,ED,Day,12,4,6,1,0,False,False
SN0008-28519,N0008,2025-10-12,Medical,Day,12,4,5,2,0,False,False
SN0008-29407,N0008,2025-10-21,Peds,Night,12,8,3,0,0,True,False
SN0008-29419,N0008,2025-10-21,Peds,Night,12,7,8,2,0,False,False
SN0008-29107,N0008,2025-10-18,Surgery,Night,12,7,2,0,1,False,False
SN0008-29019,N0008,2025-10-17,Medical,Evening,8,3,2,1,3,False,False
SN0008-30019,N0008,2025-10-27,Peds,Night,12,8,9,1,0,False,False
SN0008-29507,N0008,2025-10-22,ED,Day,12,5,10,1,0,False,False
SN0008-29619,N0008,2025-10-23,Peds,Night,8,7,7,2,3,False,False
SN0008-30019,N0008,2025-10-27,Surgery,Night,8,2,3,2,2,False,False
SN0008-30507,N0008,2025-11-01,ICU,Day,8,2,4,1,0,False,False
SN0008-30219,N0008,2025-10-29,ICU,Night,8,3,9,0,0,False,False
SN0008-30507,N0008,2025-11-01,ED,Day,12,8,7,2,0,False,False
SN0008-30519,N0008,2025-11-01,Surgery,Night,12,6,6,1,2,False,False
SN0008-31019,N0008,2025-11-06,ED,Night,12,3,4,1,1,False,False
SN0008-31007,N0008,2025-11-06,Surgery,Evening,12,8,6,0,0,False,False
SN0008-31219,N0008,2025-11-08,Surgery,Day,12,2,5,0,0,False,False
SN0008-31219,N0008,2025-11-08,Medical,Day,12,4,10,1,0,False,False
SN0008-31107,N0008,2025-11-07,ED,Evening,12,5,2,0,0,True,False
SN0008-32219,N0008,2025-11-18,ED,Day,12,5,9,2,2,False,True
SN0008-31619,N0008,2025-11-12,Surgery,Night,12,8,8,1,1,False,False
SN0008-31819,N0008,2025-11-14,ICU,Day,12,6,5,2,0,False,False
SN0008-32007,N0008,2025-11-16,Peds,Day,8,6,4,2,0,False,False
SN0008-32619,N0008,2025-11-22,Peds,Day,8,2,5,2,0,False,False
SN0008-32707,N0008,2025-11-23,Surgery,Night,12,3,10,1,0,False,False
SN0008-32519,N0008,2025-11-21,ICU,Night,12,3,9,0,0,False,False
SN0008-32407,N0008,2025-11-20,Peds,Day,10,5,6,4,1,False,False
SN0008-33007,N0008,2025-11-26,Peds,Day,12,8,9,0,1,True,False
SN0008-33619,N0008,2025-12-02,ICU,Day,10,5,10,1,0,False,False
SN0008-33407,N0008,2025-11-30,ICU,Day,12,4,8,2,1,False,False
SN0008-33819,N0008,2025-12-04,ED,Night,12,8,7,0,1,False,False
SN0008-33919,N0008,2025-12-05,Medical,Evening,12,2,10,3,0,False,False
SN0008-34019,N0008,2025-12-06,ED,Evening,12,2,6,3,0,False,True
SN0008-33907,N0008,2025-12-05,ED,Night,8,8,6,1,2,False,False
SN0008-35007,N0008,2025-12-16,Peds,Night,12,3,4,0,1,False,False
SN0008-34907,N0008,2025-12-15,ICU,Day,12,3,2,2,0,False,False
SN0008-34519,N0008,2025-12-11,Peds,Evening,10,4,3,1,2,False,False
SN0008-34407,N0008,2025-12-10,ICU,Day,12,2,4,1,0,False,False
SN0008-35407,N0008,2025-12-20,Surgery,Day,12,2,1,1,1,False,False
SN0008-35519,N0008,2025-12-21,Surgery,Evening,12,7,7,0,1,False,False
SN0008-35107,N0008,2025-12-17,Peds,Day,12,7,9,0,0,False,False
SN0008-35619,N0008,2025-12-22,ICU,Night,12,4,9,1,0,False,False
SN0008-35219,N0008,2025-12-18,Peds,Day,12,6,2,0,2,False,False
SN0008-35319,N0008,2025-12-19,Peds,Day,12,6,2,3,2,False,False
SN0008-35919,N0008,2025-12-25,ED,Night,10,3,5,1,1,False,False
SN0008-36019,N0008,2025-12-26,ED,Night,12,5,4,1,1,False,False
SN0008-36119,N0008,2025-12-27,Surgery,Day,12,3,1,2,1,False,False
SN0008-36419,N0008,2025-12-30,ICU,Night,12,6,3,1,1,False,False
SN0008-00419,N0008,2026-01-04,Peds,Evening,10,4,7,1,2,False,False
SN0008-00207,N0008,2026-01-02,ICU,Evening,12,7,2,1,0,False,False
SN0008-00507,N0008,2026-01-05,ICU,Night,10,8,3,1,0,False,False
SN0009-28319,N0009,2025-10-10,ED,Day,12,3,6,0,0,False,False
SN0009-28319,N0009,2025-10-10,Peds,Day,8,2,1,1,2,False,False
SN0009-28507,N0009,2025-10-12,ED,Night,12,3,10,1,0,False,False
SN0009-28507,N0009,2025-10-12,Medical,Night,8,8,2,0,1,False,False
SN0009-28419,N0009,2025-10-11,Surgery,Night,8,3,5,1,0,False,False
SN0009-28707,N0009,2025-10-14,Surgery,Day,8,6,1,2,0,True,False
SN0009-28919,N0009,2025-10-16,ED,Day,12,3,9,0,0,False,False
SN0009-29119,N0009,2025-10-18,ED,Night,12,5,9,0,1,False,False
SN0009-29019,N0009,2025-10-17,ED,Day,8,7,6,1,0,False,False
SN0009-30107,N0009,2025-10-28,Surgery,Day,12,5,10,1,5,False,False
SN0009-30007,N0009,2025-10-27,ICU,Night,12,3,1,1,1,False,False
SN0009-30107,N0009,2025-10-28,Peds,Evening,12,6,8,2,0,False,True
SN0009-30819,N0009,2025-11-04,Peds,Day,8,5,9,0,0,False,False
SN0009-30719,N0009,2025-11-03,ED,Day,12,4,6,1,2,False,True
SN0009-30607,N0009,2025-11-02,ICU,Day,8,6,1,1,1,False,False
SN0009-31219,N0009,2025-11-08,Peds,Night,12,3,10,2,0,False,False
SN0009-31319,N0009,2025-11-09,Medical,Evening,12,6,9,0,1,False,False
SN0009-31107,N0009,2025-11-07,Peds,Night,12,7,10,1,0,False,False
SN0009-31407,N0009,2025-11-10,Peds,Day,12,5,2,2,2,True,False
SN0009-31807,N0009,2025-11-14,Medical,Day,12,6,4,2,0,False,False
SN0009-31919,N0009,2025-11-15,Surgery,Day,12,3,1,1,0,False,False
SN0009-32107,N0009,2025-11-17,ICU,Night,12,4,3,0,0,False,False
SN0009-31807,N0009,2025-11-14,Peds,Evening,8,3,2,2,0,True,False
SN0009-32619,N0009,2025-11-22,Peds,Day,12,2,3,1,1,False,False
SN0009-32807,N0009,2025-11-24,ED,Day,12,8,1,0,0,False,False
SN0009-32407,N0009,2025-11-20,Peds,Day,12,6,2,2,0,False,False
SN0009-32419,N0009,2025-11-20,ICU,Night,10,6,7,0,0,False,False
SN0009-33519,N0009,2025-12-01,Peds,Night,8,3,2,1,0,False,False
SN0009-33219,N0009,2025-11-28,Surgery,Night,12,5,4,0,0,False,False
SN0009-33119,N0009,2025-11-27,ICU,Night,8,5,6,0,2,False,False
SN0009-33419,N0009,2025-11-30,Medical,Day,8,4,1,2,1,False,False
SN0009-33307,N0009,2025-11-29,ED,Day,12,3,9,2,1,False,False
SN0009-34107,N0009,2025-12-07,Medical,Night,12,6,2,0,2,False,False
SN0009-33907,N0009,2025-12-05,ED,Night,10,2,1,0,1,False,False
SN0009-34307,N0009,2025-12-09,ICU,Day,12,4,8,0,0,False,False
SN0009-34619,N0009,2025-12-12,Peds,Day,8,4,8,2,1,False,False
SN0009-34819,N0009,2025-12-14,ICU,Day,12,3,3,2,0,False,False
SN0009-35007,N0009,2025-12-16,Surgery,Day,12,8,7,0,1,False,False
SN0009-34707,N0009,2025-12-13,Surgery,Day,12,3,9,1,1,False,False
SN0009-35307,N0009,2025-12-19,ED,Evening,12,4,6,1,1,False,False
SN0009-35607,N0009,2025-12-22,Peds,Day,8,4,4,2,0,False,False
SN0009-35307,N0009,2025-12-19,Surgery,Day,12,7,2,2,0,False,False
SN0009-35119,N0009,2025-12-17,Surgery,Evening,12,8,3,2,1,True,False
SN0009-35707,N0009,2025-12-23,Medical,Night,10,3,3,1,2,False,False
SN0009-35619,N0009,2025-12-22,ED,Evening,10,5,3,1,0,False,False
SN0009-36119,N0009,2025-12-27,ICU,Night,10,2,1,2,0,False,False
SN0009-36307,N0009,2025-12-29,Surgery,Night,10,3,4,1,1,False,False
SN0009-35919,N0009,2025-12-25,Medical,Day,12,7,10,1,2,False,False
SN0009-35907,N0009,2025-12-25,ED,Day,12,5,5,0,1,False,False
SN0009-36119,N0009,2025-12-27,Peds,Night,12,2,3,0,0,False,False
SN0009-00119,N0009,2026-01-01,Surgery,Day,8,3,2,2,0,False,False
SN0009-00507,N0009,2026-01-05,ED,Day,8,3,6,0,0,True,False
SN0009-00407,N0009,2026-01-04,ED,Night,10,6,5,1,1,False,False
SN0009-00407,N0009,2026-01-04,ICU,Night,12,8,6,1,0,False,False
SN0009-00607,N0009,2026-01-06,ICU,Night,12,4,10,3,1,False,False
SN0010-28407,N0010,2025-10-11,ED,Day,12,4,2,1,3,False,False
SN0010-28707,N0010,2025-10-14,ICU,Night,12,4,7,2,1,False,False
SN0010-28219,N0010,2025-10-09,Peds,Day,12,4,5,1,1,False,False
SN0010-28719,N0010,2025-10-14,ED,Day,12,6,5,2,0,False,False
SN0010-28607,N0010,2025-10-13,Medical,Day,12,3,5,1,1,False,False
SN0010-28507,N0010,2025-10-12,ICU,Day,12,7,2,1,1,False,False
SN0010-29107,N0010,2025-10-18,ICU,Evening,10,7,6,1,3,False,False
SN0010-29319,N0010,2025-10-20,Surgery,Night,12,3,5,0,0,False,False
SN0010-29119,N0010,2025-10-18,ED,Day,12,4,10,1,0,False,False
SN0010-29419,N0010,2025-10-21,Medical,Night,10,2,3,0,1,False,False
SN0010-30107,N0010,2025-10-28,Medical,Day,12,6,1,3,0,False,False
SN0010-29919,N0010,2025-10-26,Peds,Day,10,7,4,4,0,False,False
SN0010-29619,N0010,2025-10-23,ICU,Day,12,4,2,0,2,False,False
SN0010-30707,N0010,2025-11-03,Medical,Night,12,2,5,1,0,False,False
SN0010-30207,N0010,2025-10-29,Peds,Night,12,3,6,1,0,True,False
SN0010-30607,N0010,2025-11-02,ICU,Night,8,5,3,2,2,False,False
SN0010-31507,N0010,2025-11-11,Peds,Day,8,8,1,0,0,False,False
SN0010-31119,N0010,2025-11-07,Medical,Night,8,8,9,0,2,False,True
SN0010-31007,N0010,2025-11-06,Peds,Day,12,6,4,1,1,False,False
SN0010-31007,N0010,2025-11-06,Surgery,Evening,8,2,1,0,2,False,False
SN0010-31119,N0010,2025-11-07,Medical,Night,12,3,6,0,0,False,False
SN0010-31819,N0010,2025-11-14,Medical,Night,12,6,8,2,2,False,False
SN0010-31919,N0010,2025-11-15,Peds,Night,12,7,8,0,0,False,False
SN0010-31919,N0010,2025-11-15,Surgery,Day,12,5,2,1,0,False,False
SN0010-31907,N0010,2025-11-15,ICU,Night,12,3,7,1,0,False,False
SN0010-32407,N0010,2025-11-20,Surgery,Night,12,7,1,0,0,False,False
SN0010-32719,N0010,2025-11-23,ICU,Day,12,6,4,2,1,False,False
SN0010-32419,N0010,2025-11-20,ICU,Night,12,2,6,1,1,False,False
SN0010-32719,N0010,2025-11-23,ED,Evening,12,6,10,0,0,False,False
SN0010-32819,N0010,2025-11-24,ICU,Day,12,3,8,0,0,False,False
SN0010-33207,N0010,2025-11-28,Surgery,Day,10,2,6,2,1,False,False
SN0010-33107,N0010,2025-11-27,Medical,Evening,10,8,1,3,2,False,False
SN0010-33007,N0010,2025-11-26,Surgery,Day,8,6,10,0,1,False,False
SN0010-34307,N0010,2025-12-09,Peds,Night,12,4,4,1,1,True,False
SN0010-33819,N0010,2025-12-04,ED,Night,12,7,5,0,0,False,False
SN0010-34219,N0010,2025-12-08,Medical,Night,12,5,7,0,1,False,True
SN0010-34119,N0010,2025-12-07,Peds,Night,12,3,2,2,0,True,False
SN0010-34619,N0010,2025-12-12,Surgery,Evening,12,3,8,2,1,True,False
SN0010-34919,N0010,2025-12-15,Medical,Night,8,5,3,0,0,False,False
SN0010-34407,N0010,2025-12-10,ED,Night,8,3,3,1,1,False,False
SN0010-34819,N0010,2025-12-14,Peds,Night,8,2,9,1,0,False,False
SN0010-34707,N0010,2025-12-13,ICU,Evening,10,2,2,1,2,False,False
SN0010-35507,N0010,2025-12-21,Peds,Day,8,5,1,0,0,False,False
SN0010-35607,N0010,2025-12-22,Medical,Day,12,7,2,1,1,False,False
SN0010-35707,N0010,2025-12-23,Surgery,Night,8,5,8,1,2,False,False
SN0010-35519,N0010,2025-12-21,Peds,Night,12,7,2,3,0,True,True
SN0010-35207,N0010,2025-12-18,ED,Night,12,7,8,1,0,False,False
SN0010-36419,N0010,2025-12-30,ED,Night,12,8,5,0,2,False,False
SN0010-35807,N0010,2025-12-24,ED,Day,12,8,10,1,0,False,False
SN0010-36319,N0010,2025-12-29,Medical,Day,12,8,2,2,1,False,False
SN0010-36319,N0010,2025-12-29,Surgery,Day,8,2,3,1,0,False,False
SN0010-36507,N0010,2025-12-31,ED,Evening,12,6,1,2,0,False,False
SN0010-00107,N0010,2026-01-01,Surgery,Night,12,7,6,0,0,False,False
SN0010-00307,N0010,2026-01-03,Peds,Night,12,8,2,3,1,False,False
SN0010-00419,N0010,2026-01-04,ED,Evening,12,4,1,1,1,False,False
SN0011-28407,N0011,2025-10-11,ICU,Day,12,8,3,4,1,False,False
SN0011-28119,N0011,2025-10-08,Surgery,Day,12,8,3,1,0,True,False
SN0011-28707,N0011,2025-10-14,Medical,Day,12,8,1,2,0,False,False
SN0011-28519,N0011,2025-10-12,ICU,Night,12,6,10,1,1,False,False
SN0011-29319,N0011,2025-10-20,ED,Day,8,3,9,2,0,False,False
SN0011-28919,N0011,2025-10-16,ICU,Night,12,5,7,1,0,False,False
SN0011-28919,N0011,2025-10-16,ICU,Day,12,7,8,0,1,True,False
SN0011-30107,N0011,2025-10-28,ED,Night,12,6,8,2,1,False,False
SN0011-29619,N0011,2025-10-23,Surgery,Day,12,2,9,1,0,False,False
SN0011-30019,N0011,2025-10-27,ICU,Evening,10,6,2,1,0,False,False
SN0011-29519,N0011,2025-10-22,ICU,Night,12,2,7,2,0,False,False
SN0011-29507,N0011,2025-10-22,Peds,Night,12,3,6,1,0,True,False
SN0011-30619,N0011,2025-11-02,Medical,Night,10,8,2,1,1,False,False
SN0011-30607,N0011,2025-11-02,ICU,Night,10,7,8,2,1,False,False
SN0011-30819,N0011,2025-11-04,ED,Night,12,7,6,2,0,True,False
SN0011-30807,N0011,2025-11-04,ED,Day,8,8,10,4,1,False,False
SN0011-30307,N0011,2025-10-30,Surgery,Day,12,7,5,2,1,False,False
SN0011-31119,N0011,2025-11-07,Surgery,Night,12,5,6,1,0,False,False
SN0011-31019,N0011,2025-11-06,Medical,Night,12,7,8,1,1,False,False
SN0011-31507,N0011,2025-11-11,Medical,Night,12,4,6,1,0,False,False
SN0011-31419,N0011,2025-11-10,ICU,Night,10,5,2,4,2,False,False
SN0011-30907,N0011,2025-11-05,Medical,Night,12,3,6,2,1,False,False
SN0011-31819,N0011,2025-11-14,ED,Day,12,3,5,1,0,False,False
SN0011-31819,N0011,2025-11-14,Surgery,Evening,12,2,1,1,0,False,False
SN0011-32007,N0011,2025-11-16,ICU,Day,12,5,8,1,2,False,False
SN0011-32107,N0011,2025-11-17,Surgery,Night,8,4,4,4,3,False,False
SN0011-31919,N0011,2025-11-15,Peds,Night,8,2,2,0,0,False,False
SN0011-31907,N0011,2025-11-15,Surgery,Night,12,6,1,2,0,False,False
SN0011-32919,N0011,2025-11-25,Surgery,Day,8,7,10,0,0,False,False
SN0011-32407,N0011,2025-11-20,Medical,Night,12,4,4,0,2,False,False
SN0011-32819,N0011,2025-11-24,ICU,Day,12,4,6,0,0,False,False
SN0011-33619,N0011,2025-12-02,ICU,Evening,12,5,3,2,0,False,False
SN0011-33619,N0011,2025-12-02,Peds,Day,12,2,6,1,1,False,False
SN0011-33207,N0011,2025-11-28,ED,Day,12,8,9,2,0,False,False
SN0011-34019,N0011,2025-12-06,Peds,Night,12,5,8,4,1,True,False
SN0011-34019,N0011,2025-12-06,Medical,Night,10,6,9,1,0,False,False
SN0011-34319,N0011,2025-12-09,ICU,Night,10,7,1,1,1,False,False
SN0011-34607,N0011,2025-12-12,ICU,Evening,10,5,6,2,0,False,False
SN0011-34919,N0011,2025-12-15,ICU,Day,8,7,2,1,0,False,False
SN0011-34819,N0011,2025-12-14,Surgery,Day,12,7,6,1,1,False,False
SN0011-35719,N0011,2025-12-23,Medical,Day,12,8,4,0,1,False,False
SN0011-35207,N0011,2025-12-18,Surgery,Day,12,8,7,0,0,False,False
SN0011-35707,N0011,2025-12-23,Surgery,Night,12,8,6,1,0,False,True
SN0011-35119,N0011,2025-12-17,ED,Night,8,2,2,1,0,False,False
SN0011-35107,N0011,2025-12-17,ICU,Day,10,3,10,0,0,False,False
SN0011-35707,N0011,2025-12-23,Peds,Day,12,2,3,1,2,False,False
SN0011-35819,N0011,2025-12-24,ED,Day,8,2,8,1,0,False,False
SN0011-35819,N0011,2025-12-24,Peds,Night,12,7,10,0,0,True,False
SN0011-35819,N0011,2025-12-24,ICU,Day,12,4,5,1,0,False,False
SN0011-35907,N0011,2025-12-25,Peds,Evening,8,4,10,0,2,False,False
SN0011-00219,N0011,2026-01-02,Surgery,Night,12,3,10,0,1,False,False
SN0011-00307,N0011,2026-01-03,ED,Day,12,7,1,1,0,False,False
SN0011-00307,N0011,2026-01-03,ED,Night,8,2,6,0,0,False,False
SN0011-00319,N0011,2026-01-03,ICU,Day,12,8,7,1,3,False,False
SN0011-00119,N0011,2026-01-01,Surgery,Night,8,6,1,2,0,False,False
SN0011-36507,N0011,2025-12-31,Surgery,Day,8,5,9,0,1,False,False
SN0012-28319,N0012,2025-10-10,ICU,Night,12,4,9,3,3,False,False
SN0012-28619,N0012,2025-10-13,ICU,Night,8,5,9,0,0,False,False
SN0012-28519,N0012,2025-10-12,Surgery,Night,10,2,1,0,0,False,False
SN0012-28319,N0012,2025-10-10,Surgery,Night,12,7,4,0,1,False,False
SN0012-28719,N0012,2025-10-14,Peds,Night,12,7,3,0,1,False,False
SN0012-28607,N0012,2025-10-13,Surgery,Night,8,2,7,1,0,False,False
SN0012-28807,N0012,2025-10-15,Surgery,Night,12,7,1,2,0,False,False
SN0012-29119,N0012,2025-10-18,ICU,Night,10,5,7,0,0,False,False
SN0012-29107,N0012,2025-10-18,ICU,Day,12,5,10,1,4,False,False
SN0012-29307,N0012,2025-10-20,Surgery,Night,8,2,4,2,2,False,False
SN0012-28907,N0012,2025-10-16,ED,Evening,12,7,6,0,1,False,False
SN0012-28819,N0012,2025-10-15,Surgery,Day,12,3,5,0,1,False,False
SN0012-29619,N0012,2025-10-23,Medical,Night,10,5,5,2,1,False,False
SN0012-29819,N0012,2025-10-25,Surgery,Day,12,7,4,0,3,False,False
SN0012-30119,N0012,2025-10-28,Peds,Night,10,4,7,0,2,False,False
SN0012-29507,N0012,2025-10-22,ICU,Day,12,2,2,0,0,False,False
SN0012-29919,N0012,2025-10-26,Peds,Evening,8,6,6,0,0,False,False
SN0012-30719,N0012,2025-11-03,Surgery,Day,12,3,5,1,0,False,False
SN0012-30219,N0012,2025-10-29,Medical,Night,8,7,6,0,1,False,False
SN0012-30407,N0012,2025-10-31,Medical,Evening,12,3,4,1,2,False,False
SN0012-30319,N0012,2025-10-30,Surgery,Day,10,4,8,0,1,False,False
SN0012-30807,N0012,2025-11-04,ICU,Day,12,2,5,0,0,False,False
SN0012-30519,N0012,2025-11-01,ED,Day,12,4,4,2,0,False,False
SN0012-31207,N0012,2025-11-08,Medical,Day,12,5,9,1,2,False,False
SN0012-31519,N0012,2025-11-11,ED,Day,8,2,10,1,1,False,False
SN0012-31207,N0012,2025-11-08,ICU,Night,12,5,1,1,0,False,False
SN0012-31507,N0012,2025-11-11,Medical,Night,12,2,8,0,0,False,False
SN0012-31319,N0012,2025-11-09,ED,Day,12,6,1,3,2,False,False
SN0012-31419,N0012,2025-11-10,ICU,Night,12,8,4,0,1,False,False
SN0012-32207,N0012,2025-11-18,ED,Day,12,2,4,1,0,False,False
SN0012-31907,N0012,2025-11-15,ED,Night,12,2,2,2,1,False,False
SN0012-31707,N0012,2025-11-13,Peds,Night,10,7,3,0,2,False,False
SN0012-32907,N0012,2025-11-25,Surgery,Day,12,4,9,0,2,False,False
SN0012-32607,N0012,2025-11-22,Peds,Day,12,8,4,0,0,False,False
SN0012-32619,N0012,2025-11-22,ICU,Day,8,8,5,0,1,False,False
SN0012-32907,N0012,2025-11-25,ED,Day,12,3,3,2,0,False,False
SN0012-32819,N0012,2025-11-24,ED,Day,8,2,10,0,1,False,False
SN0012-33407,N0012,2025-11-30,ED,Night,12,6,4,0,1,False,False
SN0012-33019,N0012,2025-11-26,ICU,Day,12,2,3,1,0,False,False
SN0012-33607,N0012,2025-12-02,ICU,Day,12,2,3,1,0,False,False
SN0012-33307,N0012,2025-11-29,ICU,Evening,12,3,10,1,0,False,False
SN0012-33219,N0012,2025-11-28,Peds,Day,12,4,8,1,0,False,False
SN0012-34319,N0012,2025-12-09,ED,Day,12,6,10,1,2,False,False
SN0012-34307,N0012,2025-12-09,ED,Day,12,5,3,0,1,True,False
SN0012-34319,N0012,2025-12-09,Surgery,Day,8,5,1,0,0,True,False
SN0012-34519,N0012,2025-12-11,Peds,Night,8,7,7,1,0,False,False
SN0012-34707,N0012,2025-12-13,ED,Night,8,8,7,0,0,False,False
SN0012-34919,N0012,2025-12-15,Peds,Day,12,8,3,1,1,False,False
SN0012-34607,N0012,2025-12-12,ED,Day,8,6,7,1,1,False,False
SN0012-34607,N0012,2025-12-12,Surgery,Day,12,7,1,1,2,True,False
SN0012-35607,N0012,2025-12-22,Surgery,Night,8,8,7,3,1,False,False
SN0012-35107,N0012,2025-12-17,ICU,Night,12,7,5,2,2,False,False
SN0012-35507,N0012,2025-12-21,Medical,Evening,12,5,9,2,1,False,False
SN0012-35119,N0012,2025-12-17,ICU,Night,12,4,6,1,2,False,False
SN0012-36107,N0012,2025-12-27,Medical,Day,8,6,8,1,0,False,False
SN0012-35807,N0012,2025-12-24,ED,Day,12,6,4,0,2,False,False
SN0012-36007,N0012,2025-12-26,ICU,Day,12,4,9,4,0,False,False
